"Данные","Тип","Из","В","Метки","Сумма","Валюта","Сумма в др.валюте","Др.валюта","Повторение","Заметка"
"20.03.2021","Расход","Тинькофф","Путешествия","Splitwise","6300","RUB","6300","RUB","Нет","Два скипаса для Вани и славы"
"20.03.2021","Расход","Тинькофф","Путешествия","","300","RUB","300","RUB","Нет","Облепиховый чай в Чукотке "
"20.03.2021","Расход","Тинькофф","Путешествия","","203","RUB","203","RUB","Нет","Бургеры после катания"
"20.03.2021","Перевод","Другое","Тинькофф","","2600","RUB","2600","RUB","Нет","Возврат части залога за аренду (5000-800*3)"
"20.03.2021","Перевод","Другое","Тинькофф","","330","RUB","330","RUB","Нет","От эдика по Splitwise"
"21.03.2021","Расход","Тинькофф","Путешествия","Splitwise","1290","RUB","1290","RUB","Нет","Такси в аэропорт"
"21.03.2021","Расход","Тинькофф","Путешествия","","750","RUB","750","RUB","Нет","Шапка асе в аэропорту"
"22.03.2021","Расход","Тинькофф","Путешествия","","3859","RUB","3859","RUB","Нет","Отдал Ване долг по splitwise "
"22.03.2021","Перевод","Другое","Тинькофф","Cashback/проценты НС","24","RUB","24","RUB","Нет","Бонус за кино"
"22.03.2021","Перевод","Другое","Тинькофф","","994","RUB","994","RUB","Нет","От славы за splitwise "
"23.03.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Поездка за видеокартами"
"23.03.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Назад до площади мужества"
"23.03.2021","Расход","Тинькофф","Еда","","508","RUB","508","RUB","Нет","2 саба, мне и асе"
"23.03.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","На трамвае до дома"
"24.03.2021","Расход","Сбербанк Deposit","Mining","","152980","RUB","152980","RUB","Нет","Покупка двух RTX 3060 12G в Lite-Mobile за наличный расчёт"
"24.03.2021","Перевод","Сбербанк Deposit","Cash","","1020","RUB","1020","RUB","Нет","Сдача с оплаты двух видеокарт"
"24.03.2021","Расход","Тинькофф","Mining","","1259","RUB","1259","RUB","Нет","HDMI cable and HDMI to VGA переходник"
"24.03.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Метро на петроградку"
"24.03.2021","Расход","Тинькофф","Mining","","6197","RUB","6197","RUB","Нет","БП, пилот и синхронизатор БП"
"24.03.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Домой"
"24.03.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Домой"
"25.03.2021","Расход","Тинькофф","Транспорт","Такси","164","RUB","164","RUB","Нет","Такси в скандинавию"
"25.03.2021","Расход","Тинькофф","Квартплата/Интернет","","30","RUB","30","RUB","Нет","На телефон, там минус"
"25.03.2021","Расход","Тинькофф","Еда","","2058","RUB","2058","RUB","Нет","Заказ из Кореана на дом"
"25.03.2021","Перевод","ALM","Сбербанк Deposit","","69546","RUB","69546","RUB","Нет","С учетом отпускных "
"26.03.2021","Расход","Тинькофф","Квартплата/Интернет","","550","RUB","550","RUB","Нет",""
"26.03.2021","Расход","Тинькофф","Mining","","129","RUB","129","RUB","Нет","Винты"
"26.03.2021","Расход","Тинькофф","Продукты","","19","RUB","19","RUB","Нет","Чиабатта"
"26.03.2021","Расход","Тинькофф","Mining","","798","RUB","798","RUB","Нет","Два usb удлинителя"
"26.03.2021","Расход","Тинькофф","Продукты","","249","RUB","249","RUB","Нет","Ламбер"
"27.03.2021","Расход","Тинькофф","Развлечения","","800","RUB","800","RUB","Нет","Годзилла против Конга"
"27.03.2021","Расход","Тинькофф","Транспорт","Такси","277","RUB","277","RUB","Нет","Такси Академ парк"
"27.03.2021","Расход","Тинькофф","Еда","","430","RUB","430","RUB","Нет","Рис с говядиной и яйцом"
"27.03.2021","Расход","Тинькофф","Mining","","450","RUB","450","RUB","Нет","Корпус на вентилятор на академке "
"27.03.2021","Расход","Тинькофф","Продукты","","74,99","RUB","74,99","RUB","Нет","Зелёный чай на академке "
"27.03.2021","Расход","Тинькофф","Mining","","266","RUB","266","RUB","Нет","ПВХ уголки для фермы в максидоме "
"27.03.2021","Расход","Тинькофф","Mining","","120","RUB","120","RUB","Нет","Переходник молекс шесть пин"
"28.03.2021","Перевод","Тинькофф НС (extra)","Тинькофф","","15165,66","RUB","15165,66","RUB","Нет","Пополнение карты с другого накопительного счёта"
"28.03.2021","Расход","Тинькофф","Развлечения","","100","RUB","100","RUB","Нет","Карта в ароматном мире"
"28.03.2021","Расход","Тинькофф","Развлечения","","859,99","RUB","859,99","RUB","Нет","Вино для эдика"
"28.03.2021","Расход","Тинькофф","Транспорт","Такси","140","RUB","140","RUB","Нет","Такси к эдику"
"28.03.2021","Расход","Тинькофф","Транспорт","Такси","116","RUB","116","RUB","Нет","Такси домой"
"30.03.2021","Расход","Тинькофф","Другое","","2500","RUB","2500","RUB","Нет","Асе за продукты "
"30.03.2021","Расход","Тинькофф","Развлечения","","700","RUB","700","RUB","Нет","Билеты на вспомнить все"
"30.03.2021","Перевод","Mining","Тинькофф","","6997,29","RUB","6997,29","RUB","Нет","Тестовый вывод 0.05 ETH с Binance via P2P"
"30.03.2021","Перевод","Mining","Тинькофф","","7054,4","RUB","7054,4","RUB","Нет","Вывод остальных 0.05 ETH с Binance via P2P"
"30.03.2021","Расход","Тинькофф","Charity","","1000","RUB","1000","RUB","Нет",""
"30.03.2021","Расход","Тинькофф","Mining","","899","RUB","899","RUB","Нет","Watchdog "
"31.03.2021","Расход","Тинькофф","Медицина","","1321,9","RUB","1321,9","RUB","Нет","Авамис и лекарства для горла"
"31.03.2021","Расход","Тинькофф","Транспорт","Такси","280","RUB","280","RUB","Нет","Поехали за коляской"
"31.03.2021","Расход","Тинькофф","Комиссии (black hole)","","82,5","RUB","82,5","RUB","Нет","Комиссия за перевод средств владельцу коляски (перевёл 5500, Ася вернула 5500 на Сбербанк, после вытянул со сбера 5850, где 350р сверху - от славы за кино)"
"31.03.2021","Расход","Тинькофф","Транспорт","Такси","189","RUB","189","RUB","Нет","Такси домой"
"01.04.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Трамвай в фти "
"01.04.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Трамвай из фти"
"02.04.2021","Расход","Тинькофф","Продукты","","1074,32","RUB","1074,32","RUB","Нет","Продукты после тренировки"
"02.04.2021","Расход","Тинькофф","Развлечения","","500","RUB","500","RUB","Нет","Билет на Invertor "
"02.04.2021","Расход","Тинькофф","Развлечения","","1368,51","RUB","1368,51","RUB","Нет","Билет на аматори с комиссией"
"03.04.2021","Перевод","Тинькофф НС (extra)","Тинькофф","","150000","RUB","150000","RUB","Нет","Попался на мошенников в Digcell. Оплатил 146 т.р. (с чем-то). Транзакции на карте Тинькова нет, т.к. открыли обращение о мошенничестве "
"03.04.2021","Расход","Тинькофф","Mining","","146490","RUB","146490","RUB","Нет","Попался на мошенников. Печалити "
"03.04.2021","Расход","Тинькофф","Продукты","","655","RUB","655","RUB","Нет","Говядина"
"03.04.2021","Расход","Тинькофф","Продукты","","149","RUB","149","RUB","Нет","Творог"
"03.04.2021","Расход","Тинькофф","Продукты","","366,09","RUB","366,09","RUB","Нет","Колбаса"
"03.04.2021","Расход","Тинькофф","Charity","","63","RUB","63","RUB","Нет","Хлеб"
"03.04.2021","Расход","Тинькофф","Продукты","","138","RUB","138","RUB","Нет","Чиабатта"
"04.04.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет",""
"04.04.2021","Расход","Тинькофф","Другое","Cashback/проценты НС","180","RUB","180","RUB","Нет","Славе за бургеркинг"
"05.04.2021","Перевод","Другое","Тинькофф","","40","RUB","40","RUB","Нет","За кино"
"06.04.2021","Перевод","Mining","Тинькофф","","8257,19","RUB","8257,19","RUB","Нет","Вывод 0.05 ETH "
"06.04.2021","Перевод","Тинькофф НС (extra)","Тинькофф","","30000","RUB","30000","RUB","Нет","Перевод перед стоматологом. Могут понадобиться"
"06.04.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Метро к стоматологу"
"06.04.2021","Расход","Тинькофф","Медицина","","20330","RUB","20330","RUB","Нет","Оплата лечения шестого и седьмого зуба"
"06.04.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Метро домой до площади мужества"
"06.04.2021","Расход","Тинькофф","Продукты","","489,56","RUB","489,56","RUB","Нет","Колбаса в мясном номер один"
"06.04.2021","Расход","Тинькофф","Продукты","","99","RUB","99","RUB","Нет","Яйца в том же магазине"
"06.04.2021","Расход","Тинькофф","Продукты","","184","RUB","184","RUB","Нет","Четыре чиабатты "
"06.04.2021","Перевод","ФТИ","Сбербанк Deposit","","39361","RUB","39361","RUB","Нет",""
"06.04.2021","Расход","Сбербанк Deposit","Квартплата/Интернет","","16884,13","RUB","16884,13","RUB","Нет","За февраль и март (кроме эл-ва за март)"
"07.04.2021","Перевод","Тинькофф","Тинькофф НС (extra)","","10000","RUB","10000","RUB","Нет","Возврат 10 000 назад на накопительный счёт после стоматолога"
"08.04.2021","Расход","Тинькофф","Продукты","","739,04","RUB","739,04","RUB","Нет","Перекрёсток после тренировки"
"09.04.2021","Перевод","ALM","Сбербанк Deposit","","124415,23","RUB","124415,23","RUB","Нет","Зарплата "
"10.04.2021","Расход","Тинькофф","Продукты","","599,95","RUB","599,95","RUB","Нет","Что ты купил в Пятёрочке, не помню что"
"10.04.2021","Перевод","Вклад","Тинькофф Депозит 18 мес","Капитализация (тинькофф)","196,89","RUB","196,89","RUB","Нет",""
"11.04.2021","Перевод","Вклад","Тинькофф Депозит 10 мес","Капитализация (тинькофф)","393,77","RUB","393,77","RUB","Нет",""
"11.04.2021","Перевод","Вклад","Тинькофф Депозит 12 мес","Капитализация (тинькофф)","196,89","RUB","196,89","RUB","Нет",""
"11.04.2021","Перевод","Вклад","Тинькофф Депозит 15 мес","Капитализация (тинькофф)","196,89","RUB","196,89","RUB","Нет",""
"11.04.2021","Расход","Тинькофф","Транспорт","Такси","241","RUB","241","RUB","Нет","Такси на выборгскую для ремонта коляски"
"11.04.2021","Расход","Тинькофф","Транспорт","","194","RUB","194","RUB","Нет","Самокат до петроградки"
"11.04.2021","Расход","Тинькофф","Транспорт","Такси","201","RUB","201","RUB","Нет","Такси домой с петроградки"
"11.04.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Трамвай до метро"
"11.04.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Метро до Невского клуб мод"
"11.04.2021","Расход","Тинькофф","Развлечения","","260","RUB","260","RUB","Нет","Чай"
"11.04.2021","Расход","Тинькофф","Развлечения","","298","RUB","298","RUB","Нет","Кофе"
"11.04.2021","Расход","Тинькофф","Развлечения","","200","RUB","200","RUB","Нет","Вишнёвый сидр в клубе"
"11.04.2021","Расход","Тинькофф","Развлечения","","200","RUB","200","RUB","Нет","Вишнёвый сидр в клубе ещё раз"
"11.04.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Метро домой"
"11.04.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Трамвай домой"
"13.04.2021","Расход","Тинькофф","Продукты","","1000","RUB","1000","RUB","Нет","асе за продукты"
"13.04.2021","Перевод","Другое","Тинькофф","Cashback/проценты НС","89,21","RUB","89,21","RUB","Нет","Ещё какой-то Cashback"
"13.04.2021","Перевод","Другое","Тинькофф","Cashback/проценты НС","1533","RUB","1533","RUB","Нет","Cashback от Тинькова"
"14.04.2021","Расход","Тинькофф","Транспорт","Такси","756","RUB","756","RUB","Нет","Такси на Ладожский вокзал"
"14.04.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Метро до площади мужества"
"14.04.2021","Расход","Тинькофф","Продукты","","290","RUB","290","RUB","Нет","Итальянский БМТ"
"14.04.2021","Расход","Тинькофф","Продукты","","142,78","RUB","142,78","RUB","Нет","Докторская колбаса в мясном номер один"
"14.04.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Трамвай до дома"
"14.04.2021","Перевод","Mining","Тинькофф","","7285","RUB","7285","RUB","Нет","Продажа 0.04Eth"
"14.04.2021","Перевод","Другое","Тинькофф","Cashback/проценты НС","35","RUB","35","RUB","Нет","Видимо, возврат за кино"
"14.04.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Трамвай до метро поехал чинить видеокарту"
"14.04.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Метро до сенной площади"
"14.04.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Назад после сдачи в ремонт "
"15.04.2021","Расход","Тинькофф","Транспорт","","155","RUB","155","RUB","Нет","Самокат от пионерки"
"15.04.2021","Расход","Тинькофф","Продукты","","886,54","RUB","886,54","RUB","Нет","Продукты после тренировки"
"16.04.2021","Перевод","Другое","Сбербанк Deposit","","216509","RUB","216509","RUB","Нет","Налоговый вычет за 18-й и 19-й годы"
"16.04.2021","Расход","Тинькофф","Другое","","3700","RUB","3700","RUB","Нет","Перевод за цветы для Аси"
"16.04.2021","Перевод","Другое","Сбербанк Deposit","","280","RUB","280","RUB","Нет","От славы за кино"
"16.04.2021","Расход","Тинькофф","Развлечения","","560","RUB","560","RUB","Нет","Mortal Kombat"
"16.04.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Трамвай на встречу с друзьями"
"16.04.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Метро на встречу с друзьями"
"16.04.2021","Расход","Тинькофф","Развлечения","","4660","RUB","4660","RUB","Нет","Посидели в пиццерии. Я всё оплатил"
"17.04.2021","Расход","Тинькофф","Развлечения","","3820","RUB","3820","RUB","Нет","Посидели в мексиканском кафе. Я всё оплатил"
"17.04.2021","Перевод","Другое","Тинькофф","","1700","RUB","1700","RUB","Нет","Наташа вернула за пиццу"
"17.04.2021","Расход","Тинькофф","Еда","","520","RUB","520","RUB","Нет","Поел Бургер с Ваней"
"17.04.2021","Расход","Тинькофф","Продукты","","460,54","RUB","460,54","RUB","Нет","Купил продукты в Охта Молле"
"18.04.2021","Расход","Тинькофф","Еда","","349","RUB","349","RUB","Нет","Додо пицца в Европолисе после кино"
"18.04.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Домой на метро"
"18.04.2021","Расход","Тинькофф","Продукты","","289,8","RUB","289,8","RUB","Нет","Что-то купил в местном магазине на площади мужества"
"18.04.2021","Расход","Тинькофф","Продукты","","242","RUB","242","RUB","Нет","Ещё что-то покупал на площади мужества"
"18.04.2021","Перевод","Другое","Тинькофф","","2120","RUB","2120","RUB","Нет","От славы за пиццу"
"18.04.2021","Перевод","Другое","Тинькофф","","3220","RUB","3220","RUB","Нет","От эдика за пиццу"
"18.04.2021","Расход","Тинькофф","Другое","","100","RUB","100","RUB","Нет","Немного ошиблись. Вернул славе 100 руб."
"20.04.2021","Перевод","ФТИ","Сбербанк Deposit","","9595","RUB","9595","RUB","Нет","Аванс по заработной плате"
"20.04.2021","Расход","Тинькофф","Продукты","","1521,65","RUB","1521,65","RUB","Нет","Вечером сходил за продуктами"
"21.04.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Трамвай до ФТИ "
"21.04.2021","Расход","Тинькофф","Транспорт","Такси","171","RUB","171","RUB","Нет","Назад на такси"
"21.04.2021","Расход","Тинькофф","Продукты","","817,69","RUB","817,69","RUB","Нет","Перекрёсток после тренировки"
"21.04.2021","Перевод","Другое","Тинькофф","","270","RUB","270","RUB","Нет","Купил в перекрёстке славе еду, он мне вернул деньги"
"23.04.2021","Перевод","ALM","Сбербанк Deposit","","85000","RUB","85000","RUB","Нет","Зарплата"
"23.04.2021","Расход","Тинькофф","Транспорт","Такси","178","RUB","178","RUB","Нет","Такси до метро. Поехал к стоматологу"
"23.04.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Метро до стоматолога"
"23.04.2021","Перевод","Тинькофф НС (extra)","Тинькофф","","30000","RUB","30000","RUB","Нет","Перевёл 30 000 на оплату стоматолога"
"23.04.2021","Расход","Тинькофф","Медицина","","12733","RUB","12733","RUB","Нет","Оплата лечения последнего зуба"
"23.04.2021","Расход","Тинькофф","Продукты","","109,9","RUB","109,9","RUB","Нет","Что-то купил в призме после стоматолога"
"23.04.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Метро домой"
"23.04.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Трамвай домой"
"23.04.2021","Расход","Тинькофф","Продукты","","613,6","RUB","613,6","RUB","Нет","Перекрёсток после тренировки"
"24.04.2021","Расход","Тинькофф","Транспорт","Такси","445","RUB","445","RUB","Нет","Поехал к врачу с утра в субботу"
"24.04.2021","Расход","Тинькофф","Продукты","","678","RUB","678","RUB","Нет","Купил говядину на Долгоозерном рынке"
"24.04.2021","Расход","Тинькофф","Продукты","","1192,2","RUB","1192,2","RUB","Нет","Там же купил рыбу"
"24.04.2021","Расход","Тинькофф","Продукты","","466","RUB","466","RUB","Нет","Вяленая рыба"
"24.04.2021","Расход","Тинькофф","Продукты","","96","RUB","96","RUB","Нет","Картошка"
"24.04.2021","Расход","Тинькофф","Продукты","","650","RUB","650","RUB","Нет","Творог и йогурт"
"24.04.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","На трамвае до почты"
"24.04.2021","Расход","Тинькофф","Продукты","","138","RUB","138","RUB","Нет","Купил на почте пакет, чтобы отправить асе вещи"
"24.04.2021","Перевод","Другое","Сбербанк Deposit","","500","RUB","500","RUB","Нет","От Аси за посылку"
"24.04.2021","Расход","Тинькофф","Продукты","","472,02","RUB","472,02","RUB","Нет","Отправка посылки"
"24.04.2021","Расход","Тинькофф","Транспорт","","99","RUB","99","RUB","Нет","На самокате до пионерской"
"24.04.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Метро до сервиса"
"24.04.2021","Расход","Тинькофф","Mining","","464","RUB","464","RUB","Нет","Оплата диагностики карты, безуспешно"
"24.04.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Метро до Пушкарской"
"24.04.2021","Расход","Тинькофф","Другое","","1750","RUB","1750","RUB","Нет","Ножной насос"
"24.04.2021","Расход","Тинькофф","Продукты","","48","RUB","48","RUB","Нет","Чиабатта"
"24.04.2021","Расход","Тинькофф","Транспорт","Такси","157","RUB","157","RUB","Нет","Такси домой"
"24.04.2021","Расход","Тинькофф","Квартплата/Интернет","","890","RUB","890","RUB","Нет","Оплата интернета"
"25.04.2021","Расход","Тинькофф","Charity","","300","RUB","300","RUB","Нет",""
"27.04.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Поехал за телефоном для Аси"
"27.04.2021","Перевод","Тинькофф НС (extra)","Тинькофф","","30000","RUB","30000","RUB","Нет",""
"27.04.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Метро в эльдорадо за телефоном"
"27.04.2021","Расход","Тинькофф","Другое","","29067","RUB","29067","RUB","Нет","Samsung телефон для Аси"
"27.04.2021","Расход","Тинькофф","Продукты","","65,9","RUB","65,9","RUB","Нет","Йогурт в перекрёстке"
"27.04.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Назад домой"
"27.04.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","До площади мужества на метро"
"27.04.2021","Перевод","Другое","Тинькофф","","28","RUB","28","RUB","Нет","Cashback за кино"
"27.04.2021","Расход","Тинькофф","Продукты","","231","RUB","231","RUB","Нет","Чиабатта и кулич в хлебном на площади мужества"
"27.04.2021","Расход","Тинькофф","Продукты","","235,47","RUB","235,47","RUB","Нет","Сырники и салат в Пятёрочке"
"28.04.2021","Расход","Тинькофф","Квартплата/Интернет","","580","RUB","580","RUB","Нет","Оплата МТС"
"28.04.2021","Перевод","Mining","Тинькофф","","8075,31","RUB","8075,31","RUB","Нет","Вывод 0.04ETH"
"28.04.2021","Расход","Тинькофф","Charity","","200","RUB","200","RUB","Нет",""
"28.04.2021","Расход","Тинькофф","Другое","","9000","RUB","9000","RUB","Нет","Покупка двух жёстких дисков"
"28.04.2021","Перевод","Тинькофф","Cash","","1800","RUB","1800","RUB","Нет","Снятие наличных"
"30.04.2021","Перевод","ФТИ","Сбербанк Deposit","","33284","RUB","33284","RUB","Нет","Зарплата, которую перечислили заранее из-за майских праздников"
"30.04.2021","Расход","Тинькофф","Продукты","","849,07","RUB","849,07","RUB","Нет","Перекрёсток после тренировки"
"01.05.2021","Перевод","Другое","Сбербанк Deposit","","10000","RUB","10000","RUB","Нет","От мамы за подарок для Аси"
"01.05.2021","Расход","Тинькофф","Транспорт","Такси","245","RUB","245","RUB","Нет","Поехал на чистку Зубов"
"01.05.2021","Расход","Тинькофф","Дом","","43","RUB","43","RUB","Нет","Лампочка"
"01.05.2021","Расход","Тинькофф","Еда","","350","RUB","350","RUB","Нет","Поел в ситимолле"
"01.05.2021","Расход","Тинькофф","Еда","","400","RUB","400","RUB","Нет","Поел в ситимолле ещё"
"01.05.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Трамвай до рынка"
"01.05.2021","Расход","Тинькофф","Продукты","","654,3","RUB","654,3","RUB","Нет","Колбаски из говядины"
"01.05.2021","Расход","Тинькофф","Продукты","","495","RUB","495","RUB","Нет","Творог и другое"
"01.05.2021","Расход","Тинькофф","Продукты","","510","RUB","510","RUB","Нет","Творожная пасха"
"01.05.2021","Расход","Тинькофф","Продукты","","1208,1","RUB","1208,1","RUB","Нет","Красная рыба"
"01.05.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Трамвай домой"
"01.05.2021","Расход","Тинькофф","Продукты","","225,78","RUB","225,78","RUB","Нет","Что-то купил в Пятёрочке"
"01.05.2021","Перевод","Другое","Тинькофф","","44","RUB","44","RUB","Нет","Видимо, за кино"
"02.05.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Поехал в центр, трамвай"
"02.05.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Поехал в центр, в метро"
"02.05.2021","Расход","Тинькофф","Еда","","35","RUB","35","RUB","Нет","Хз что это"
"02.05.2021","Расход","Тинькофф","Еда","","590","RUB","590","RUB","Нет","Лапша"
"02.05.2021","Расход","Тинькофф","Другое","","1000","RUB","1000","RUB","Нет","Фотка глаз"
"02.05.2021","Расход","Тинькофф","Еда","","870","RUB","870","RUB","Нет","Поел в Пите"
"02.05.2021","Расход","Тинькофф","Еда","","150","RUB","150","RUB","Нет","Чай"
"02.05.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Назад домой"
"02.05.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Назад домой"
"03.05.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Поехал в Статсяну"
"03.05.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Поехал к Стасу"
"03.05.2021","Расход","Тинькофф","Еда","","400","RUB","400","RUB","Нет","Бургер с картошкой"
"03.05.2021","Расход","Тинькофф","Еда","","199","RUB","199","RUB","Нет","Сэндвич"
"03.05.2021","Расход","Тинькофф","Еда","","80","RUB","80","RUB","Нет","Стасу за чай"
"03.05.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Домой на метро"
"03.05.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Домой на трамвае"
"03.05.2021","Расход","Тинькофф","Продукты","","43,38","RUB","43,38","RUB","Нет","Что-то ты купил в Пятёрочке"
"03.05.2021","Расход","Тинькофф","Продукты","","139,99","RUB","139,99","RUB","Нет","И ещё что-то купил"
"03.05.2021","Расход","Тинькофф","Дом","","110","RUB","110","RUB","Нет","Средство для унитаза"
"04.05.2021","Расход","Сбербанк Deposit","Другое","","4481,71","RUB","4481,71","RUB","Нет","Оплата цветов для бабушки"
"04.05.2021","Расход","Тинькофф","Продукты","","1069,22","RUB","1069,22","RUB","Нет","Фрукты в призме после тренировки"
"05.05.2021","Расход","Тинькофф","Cryptocurrency","","1200","RUB","1200","RUB","Нет","Покупка dogecoin"
"06.05.2021","Расход","Тинькофф","Cryptocurrency","","1000","RUB","1000","RUB","Нет","Покупка ещё dogecoin"
"07.05.2021","Расход","Тинькофф","Cryptocurrency","","3000","RUB","3000","RUB","Нет","Покупка avalanche "
"07.05.2021","Расход","Тинькофф","Транспорт","Такси","161","RUB","161","RUB","Нет","Поехал в физ тех"
"07.05.2021","Расход","Тинькофф","Еда","","175","RUB","175","RUB","Нет","Поел в столовой"
"07.05.2021","Расход","Тинькофф","Комиссии (black hole)","","30","RUB","30","RUB","Нет","Комиссия за еду в фти "
"07.05.2021","Расход","Тинькофф","Дом","","400","RUB","400","RUB","Нет","Дверные петли и крючок"
"07.05.2021","Расход","Тинькофф","Вещи","","1998","RUB","1998","RUB","Нет","Две толстовки в кроппе "
"07.05.2021","Расход","Тинькофф","Вещи","","258","RUB","258","RUB","Нет","Носки в Остине"
"07.05.2021","Расход","Тинькофф","Вещи","","2638","RUB","2638","RUB","Нет","Две футболки медишн "
"07.05.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Назад домой"
"07.05.2021","Расход","Тинькофф","Продукты","","1260,07","RUB","1260,07","RUB","Нет","Творог и другое в Пятёрочке"
"07.05.2021","Расход","Тинькофф","Другое","","330","RUB","330","RUB","Нет","Стрижка"
"07.05.2021","Перевод","ALM","Сбербанк Deposit","","184267","RUB","184267","RUB","Нет","ЗП + премия (37588) + какие-то отпускные"
"07.05.2021","Расход","Тинькофф","Продукты","","114,9","RUB","114,9","RUB","Нет","Сырники в перекрёстке"
"08.05.2021","Перевод","Тинькофф НС (extra)","Тинькофф","","30000","RUB","30000","RUB","Нет","Пополнение счёта"
"09.05.2021","Расход","Тинькофф","Еда","","350","RUB","350","RUB","Нет","Пицца 22см в ситимолле "
"09.05.2021","Расход","Тинькофф","Еда","","140","RUB","140","RUB","Нет","Морс"
"09.05.2021","Расход","Тинькофф","Продукты","","289,5","RUB","289,5","RUB","Нет","Мыло и др "
"10.05.2021","Перевод","Вклад","Тинькофф Депозит 10 мес","Капитализация (тинькофф)","382,53","RUB","382,53","RUB","Нет",""
"10.05.2021","Перевод","Вклад","Тинькофф Депозит 12 мес","Капитализация (тинькофф)","191,26","RUB","191,26","RUB","Нет",""
"10.05.2021","Перевод","Вклад","Тинькофф Депозит 15 мес","Капитализация (тинькофф)","191,26","RUB","191,26","RUB","Нет",""
"10.05.2021","Перевод","Вклад","Тинькофф Депозит 18 мес","Капитализация (тинькофф)","191,26","RUB","191,26","RUB","Нет",""
"11.05.2021","Перевод","Тинькофф Депозит 10 мес","Тинькофф","","103805,76","RUB","103805,76","RUB","Нет","Закрытие вклада"
"11.05.2021","Расход","Тинькофф","Транспорт","","55","RUB","55","RUB","Нет","Трамвай, поехал на технологический институт"
"11.05.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Метро"
"11.05.2021","Расход","Тинькофф","Еда","","152","RUB","152","RUB","Нет","Чизбургер и наггетсы "
"11.05.2021","Расход","Тинькофф","Медицина","","62","RUB","62","RUB","Нет","Капли для глаз"
"11.05.2021","Расход","Тинькофф","Транспорт","","60","RUB","60","RUB","Нет","Назад домой на метро"
"11.05.2021","Перевод","Тинькофф","Cash","","1600","RUB","1600","RUB","Нет",""
"11.05.2021","Расход","Тинькофф","Продукты","","1600","RUB","1600","RUB","Нет","Снятие наличных для оплаты еды надом"
